지역 이름,일 평균상대습도,일 평균기온,일 평균풍속,일 최고기온,일 최저상대습도,일 최저기온,일 강수량,일 누적일조시간,연월일
목포,70.0,-1.9,5.9,1.1,53,-4.6,0.4,8.5,2001-01-04
목포,56.5,-1.6,2.6,3.4,41,-6.1,,8.3,2001-01-05
목포,52.4,1.2,2.6,5.0,15,-4.3,1.7,3.5,2001-01-06
목포,87.5,5.7,5.2,8.5,77,0.9,12.0,0.2,2001-01-07
목포,81.4,5.3,3.5,9.5,63,2.6,,4.1,2001-01-08
목포,76.1,4.7,7.2,7.6,62,1.1,7.0,0.0,2001-01-09
목포,59.8,0.2,5.7,3.1,42,-2.5,,9.3,2001-01-10
여수,39.4,1.2,5.0,5.2,15,-3.9,,7.6,2001-01-01
여수,44.4,4.6,7.2,8.7,24,1.6,,6.7,2001-01-02
여수,48.5,0.9,4.9,4.1,32,-1.3,,6.9,2001-01-03
여수,40.5,-1.2,7.3,1.8,22,-3.3,,4.7,2001-01-04
여수,32.1,-0.2,5.3,5.1,19,-3.9,,6.8,2001-01-05
여수,40.6,1.8,6.3,5.7,19,-1.9,0.2,5.4,2001-01-06
여수,83.0,4.3,9.6,6.8,75,0.4,12.9,0.2,2001-01-07
여수,62.9,7.0,5.9,9.1,54,5.4,0.0,4.0,2001-01-08
여수,70.9,4.8,7.7,7.8,47,1.6,4.2,0.0,2001-01-09
여수,33.8,1.2,5.8,5.2,22,-1.7,,8.6,2001-01-10
흑산도,63.4,4.2,6.0,8.1,50,0.8,,6.4,2001-01-01
흑산도,52.9,4.7,10.3,7.8,38,2.7,0.0,7.1,2001-01-02
흑산도,66.6,1.7,7.9,2.7,54,0.7,0.0,2.3,2001-01-03
흑산도,63.0,0.4,9.9,2.2,44,-0.4,0.0,3.0,2001-01-04
흑산도,69.8,0.4,5.0,1.4,59,-0.6,,4.9,2001-01-05
흑산도,66.8,2.2,7.1,5.2,40,-0.4,5.7,2.3,2001-01-06
흑산도,88.1,5.8,10.1,10.8,72,2.7,16.7,0.0,2001-01-07
흑산도,80.9,5.3,7.4,7.2,73,4.3,,4.4,2001-01-08
흑산도,77.3,5.0,11.7,7.8,55,1.7,6.8,0.0,2001-01-09
흑산도,61.1,1.6,6.3,3.3,52,0.7,,4.5,2001-01-10
완도,62.3,1.3,3.8,4.6,39,-2.8,,8.2,2001-01-01
완도,50.8,4.6,8.3,7.4,32,1.4,,5.4,2001-01-02
완도,63.4,0.4,4.9,3.7,49,-2.9,,4.5,2001-01-03
완도,58.1,-1.2,8.4,1.0,47,-3.8,0.0,6.9,2001-01-04
완도,51.4,-1.0,3.4,2.8,31,-5.8,,8.1,2001-01-05
완도,55.6,1.5,4.4,6.0,32,-4.0,4.1,4.3,2001-01-06
완도,86.8,5.6,7.5,7.9,74,1.4,13.4,0.0,2001-01-07
완도,73.6,6.1,4.9,10.5,59,2.4,,4.4,2001-01-08
완도,75.1,4.4,8.2,7.1,60,0.7,5.2,0.0,2001-01-09
완도,60.4,-0.1,6.9,3.2,42,-2.9,,8.8,2001-01-10
고창,,,,,,,,,2010-11-30
고창,70.3,9.7,1.0,19.2,30,0.8,,8.7,2010-12-01
고창,61.1,14.1,3.8,17.2,47,10.3,1.5,0.5,2010-12-02
고창,58.4,4.8,6.9,11.8,43,0.4,0.1,5.0,2010-12-03
고창,73.0,4.1,1.4,11.8,44,-3.1,,8.4,2010-12-04
고창,70.1,11.2,2.2,15.7,59,3.7,,2.4,2010-12-05
고창,69.0,6.9,5.2,12.7,54,2.5,,2.8,2010-12-06
고창,57.9,0.9,3.8,5.1,38,-2.6,,8.4,2010-12-07
고창,80.9,1.5,2.9,7.3,55,-3.9,5.8,0.9,2010-12-08
고창,59.5,2.3,4.4,5.9,41,-2.5,0.2,7.7,2010-12-09
순천,,,,,,,,,2011-03-31
순천,36.4,11.1,2.0,21.2,8,-1.2,,10.7,2011-04-01
순천,40.0,11.6,2.2,18.0,8,8.0,0.0,6.0,2011-04-02
순천,89.0,6.4,1.0,8.9,70,3.0,11.0,0.0,2011-04-03
순천,69.4,7.6,1.3,15.3,30,2.1,,7.2,2011-04-04
순천,64.8,8.1,1.3,18.1,24,-1.3,,11.1,2011-04-05
순천,69.8,9.7,1.6,17.1,34,-1.2,5.0,7.9,2011-04-06
순천,92.0,12.3,1.5,14.1,85,10.0,31.5,0.0,2011-04-07
순천,75.6,12.0,2.7,19.4,30,6.0,4.0,8.9,2011-04-08
순천,56.8,10.0,1.8,19.1,15,0.9,,10.4,2011-04-09
홍성,,,,,,,,,2015-11-02
홍성,,,,,,,,,2015-11-03
홍성,80.8,9.8,0.7,19.9,29,1.5,,8.9,2015-11-04
홍성,83.4,11.4,0.8,19.0,54,5.9,,7.3,2015-11-05
홍성,81.4,13.0,1.4,21.5,46,5.4,2.2,3.4,2015-11-06
홍성,97.9,12.6,1.4,13.6,96,11.5,56.0,0.0,2015-11-07
홍성,98.1,12.9,1.5,13.3,98,12.5,12.6,0.0,2015-11-08
홍성,89.6,12.9,1.2,14.8,72,11.4,0.1,1.3,2015-11-09
홍성,88.8,9.9,0.6,13.0,64,5.3,0.0,0.1,2015-11-10
홍성,90.5,9.8,0.7,15.2,67,4.8,,3.1,2015-11-11
제주,59.6,5.7,3.2,9.5,53,2.4,,5.9,2001-01-01
제주,49.6,7.7,5.5,10.8,40,5.3,,3.1,2001-01-02
제주,59.3,5.2,3.6,7.7,41,4.0,0.0,2.9,2001-01-03
제주,57.9,3.2,4.7,5.4,47,1.0,,1.8,2001-01-04
제주,56.9,2.5,2.3,5.1,46,-0.2,,5.0,2001-01-05
제주,64.1,6.1,3.5,9.8,44,0.8,2.1,3.8,2001-01-06
제주,78.0,10.7,6.2,15.1,69,7.8,3.6,0.4,2001-01-07
제주,69.9,9.6,3.5,12.6,62,6.6,0.0,0.7,2001-01-08
제주,73.0,9.3,4.9,11.9,55,4.3,6.0,0.0,2001-01-09
제주,59.4,3.9,3.4,6.0,50,2.8,,3.5,2001-01-10
고산,65.3,6.1,9.6,10.7,55,2.4,,5.3,2001-01-01
고산,54.4,7.4,15.1,11.0,35,4.9,,5.1,2001-01-02
고산,62.8,5.2,8.2,8.1,48,3.9,,5.3,2001-01-03
고산,63.3,2.6,13.3,5.0,47,0.3,,4.4,2001-01-04
고산,60.0,2.3,6.4,4.4,52,-0.2,,7.1,2001-01-05
고산,59.8,6.5,7.1,10.2,42,1.4,1.4,3.1,2001-01-06
고산,80.6,10.3,16.5,15.5,71,6.9,3.7,0.9,2001-01-07
고산,72.6,9.0,8.6,12.0,62,5.8,,3.8,2001-01-08
고산,78.9,8.6,13.9,12.1,61,4.3,15.0,0.0,2001-01-09
고산,63.9,3.7,11.3,5.0,55,2.8,,4.3,2001-01-10
성산,74.9,4.2,3.3,9.7,58,0.0,,5.5,2001-01-01
성산,57.5,7.3,4.1,10.4,45,4.2,,2.5,2001-01-02
성산,72.4,4.1,2.3,8.6,44,1.7,0.5,5.2,2001-01-03
성산,72.3,2.1,4.3,5.3,56,-1.1,,5.9,2001-01-04
성산,70.8,1.1,3.5,5.3,50,-1.4,,7.3,2001-01-05
성산,72.0,6.4,4.5,10.0,50,-0.6,3.0,3.0,2001-01-06
성산,85.8,10.7,5.5,16.6,64,7.3,32.5,0.0,2001-01-07
성산,74.1,9.7,4.5,12.7,58,5.7,,2.0,2001-01-08
성산,81.6,9.2,5.2,13.6,63,3.4,11.5,0.8,2001-01-09
성산,72.0,2.9,4.8,5.7,58,1.5,,8.0,2001-01-10
서귀포,62.5,7.1,3.1,11.4,45,2.9,,8.1,2001-01-01
서귀포,38.3,9.9,3.9,14.0,13,6.7,,4.8,2001-01-02
서귀포,53.4,6.5,2.8,9.0,35,4.2,,5.9,2001-01-03
서귀포,54.5,6.4,3.7,10.2,30,2.6,,7.5,2001-01-04
서귀포,54.0,6.3,2.2,10.5,32,3.4,,6.2,2001-01-05
서귀포,59.1,7.5,4.5,10.8,22,2.5,3.2,3.6,2001-01-06
서귀포,81.8,11.4,5.2,15.6,57,8.7,29.0,0.1,2001-01-07
서귀포,70.1,11.3,4.0,14.2,57,7.5,,4.6,2001-01-08
서귀포,71.8,11.1,3.3,16.7,48,7.8,14.4,2.0,2001-01-09
서귀포,66.8,7.0,2.3,10.4,52,3.9,,7.0,2001-01-10
진주,45.6,-2.1,1.3,5.6,13,-10.2,,7.5,2001-01-01
진주,47.6,1.8,2.6,8.8,23,-4.1,,5.9,2001-01-02
진주,42.8,-0.2,2.5,4.0,27,-4.1,,7.3,2001-01-03
진주,37.6,-2.3,3.5,2.8,15,-7.7,,9.1,2001-01-04
진주,48.0,-3.9,1.6,4.4,18,-10.9,,8.6,2001-01-05
진주,42.6,-1.1,1.4,4.8,12,-10.7,,5.4,2001-01-06
진주,90.3,1.4,1.9,3.6,34,-0.6,25.8,0.0,2001-01-07
진주,74.9,4.6,1.3,10.3,51,-0.3,,5.1,2001-01-08
진주,78.0,3.7,1.7,5.6,54,0.9,6.5,0.0,2001-01-09
진주,46.1,-0.4,2.7,5.1,19,-6.2,,8.4,2001-01-10
강화,76.8,-5.5,0.8,-1.1,51,-11.4,3.2,3.6,2001-01-01
강화,62.3,-5.8,0.7,-0.3,42,-10.2,,6.5,2001-01-02
강화,61.1,-10.4,0.6,-5.5,43,-14.0,,8.1,2001-01-03
강화,57.8,-11.2,0.8,-6.7,42,-14.1,,9.0,2001-01-04
강화,72.9,-9.6,0.6,-4.2,46,-14.5,,4.9,2001-01-05
강화,55.3,-5.5,1.0,-0.9,30,-12.3,,7.0,2001-01-06
강화,80.8,-0.6,3.1,0.2,41,-2.8,22.5,0.0,2001-01-07
강화,67.0,1.1,1.9,4.1,58,-2.8,,8.7,2001-01-08
강화,78.1,-1.6,1.2,2.0,53,-7.8,7.3,0.0,2001-01-09
강화,60.9,-6.9,0.7,-1.5,34,-14.2,1.6,8.8,2001-01-10
양평,63.4,-6.4,1.0,-1.9,39,-13.3,0.3,2.4,2001-01-01
양평,57.8,-4.3,2.8,-1.4,40,-8.3,0.4,0.0,2001-01-02
양평,49.4,-8.3,2.3,-3.5,34,-13.5,,6.6,2001-01-03
양평,41.8,-9.2,1.9,-4.4,28,-13.6,,7.1,2001-01-04
양평,64.9,-9.2,1.0,-1.8,37,-16.1,,6.0,2001-01-05
양평,60.3,-5.4,0.5,1.7,28,-13.9,,5.2,2001-01-06
양평,72.4,1.2,2.2,2.4,35,-1.6,17.6,0.0,2001-01-07
양평,64.4,2.4,1.6,6.3,51,-1.3,,8.5,2001-01-08
양평,74.1,0.3,1.9,3.0,54,-4.5,6.2,0.0,2001-01-09
양평,61.8,-5.6,1.6,-0.9,37,-9.5,,8.6,2001-01-10
이천,60.0,-5.9,1.1,-0.6,33,-13.0,0.1,6.1,2001-01-01
이천,54.6,-4.1,2.8,0.0,37,-8.4,0.0,0.0,2001-01-02
이천,46.0,-7.8,2.1,-2.2,33,-12.4,,6.4,2001-01-03
이천,37.1,-8.6,1.8,-2.9,19,-13.2,,7.7,2001-01-04
이천,52.1,-8.2,1.1,-0.9,24,-15.4,,4.7,2001-01-05
이천,59.8,-5.3,1.0,1.5,27,-13.6,,6.5,2001-01-06
이천,80.8,0.1,3.4,1.3,41,-1.9,27.0,0.0,2001-01-07
이천,68.0,1.5,2.6,6.4,53,-2.2,,7.7,2001-01-08
이천,73.5,0.1,1.8,3.1,62,-5.1,11.0,0.0,2001-01-09
이천,57.4,-6.0,1.1,0.4,29,-11.3,,7.9,2001-01-10
인제,67.0,-6.3,1.4,-1.7,40,-13.1,0.0,2.2,2001-01-01
인제,46.8,-3.5,3.3,-1.3,30,-7.8,0.0,0.0,2001-01-02
인제,37.6,-7.9,2.8,-3.7,29,-10.4,,5.5,2001-01-03
인제,47.6,-10.3,2.0,-4.1,27,-14.3,,5.6,2001-01-04
인제,60.4,-9.3,1.2,-1.8,33,-15.9,,2.4,2001-01-05
인제,61.0,-5.9,1.2,1.8,23,-14.8,,6.6,2001-01-06
인제,79.3,0.4,3.8,1.2,56,-1.6,7.5,0.0,2001-01-07
인제,74.3,0.5,2.1,2.2,61,-1.3,,0.0,2001-01-08
인제,77.3,0.5,1.7,2.5,57,-2.4,3.0,0.0,2001-01-09
인제,71.9,-6.6,1.4,-1.0,40,-11.9,,6.9,2001-01-10
홍천,68.3,-7.5,0.7,-1.8,41,-14.6,0.1,7.2,2001-01-01
홍천,58.9,-4.7,2.2,-1.6,38,-8.8,0.2,2.9,2001-01-02
홍천,44.5,-8.3,3.3,-3.7,36,-11.8,,7.1,2001-01-03
홍천,45.8,-10.5,1.4,-4.7,18,-15.4,,7.1,2001-01-04
홍천,60.1,-10.5,1.0,-1.8,25,-17.4,,7.2,2001-01-05
홍천,55.8,-7.1,0.3,1.2,21,-15.8,,6.2,2001-01-06
홍천,79.0,-0.3,1.0,0.6,54,-2.9,23.0,0.0,2001-01-07
홍천,79.1,-1.1,0.5,5.7,58,-6.2,,3.4,2001-01-08
홍천,80.9,-1.1,0.8,1.8,64,-4.3,6.5,0.0,2001-01-09
홍천,77.8,-8.3,0.6,0.5,41,-14.7,,7.5,2001-01-10
태백,53.9,-6.0,1.6,2.1,16,-14.4,,6.8,2001-01-01
태백,51.6,-5.1,3.9,-1.2,33,-9.1,0.5,5.9,2001-01-02
태백,33.9,-9.8,3.4,-6.1,22,-13.1,,7.3,2001-01-03
태백,28.1,-10.6,2.3,-6.8,18,-13.8,,7.4,2001-01-04
태백,33.6,-8.0,2.0,-3.5,16,-11.3,,7.4,2001-01-05
태백,54.6,-6.9,0.9,1.3,18,-15.0,,6.6,2001-01-06
태백,87.4,-1.8,1.7,-0.6,73,-4.0,30.0,0.0,2001-01-07
태백,85.6,-2.3,1.7,-1.2,77,-2.8,1.5,0.0,2001-01-08
태백,79.4,-0.6,0.9,3.1,48,-3.1,1.5,0.0,2001-01-09
태백,51.1,-5.3,1.4,1.3,25,-12.9,,7.6,2001-01-10
정선군,89.5,21.3,0.8,24.3,69,19.7,24.0,,2010-08-25
정선군,91.6,21.6,0.7,25.4,81,19.6,32.0,,2010-08-26
정선군,86.0,23.6,0.7,29.7,60,19.6,0.5,,2010-08-27
정선군,83.8,24.4,1.1,30.5,52,21.5,,,2010-08-28
정선군,85.1,24.3,2.0,28.1,63,21.6,22.5,,2010-08-29
정선군,86.0,23.5,1.0,27.5,68,21.7,0.5,,2010-08-30
정선군,89.5,23.0,0.8,28.3,64,20.8,23.5,,2010-08-31
정선군,81.1,24.5,0.9,31.1,53,21.3,1.0,2.9,2010-09-01
정선군,83.8,23.7,2.4,26.6,63,21.2,16.5,0.9,2010-09-02
정선군,84.3,24.4,0.9,30.7,59,19.7,10.0,4.5,2010-09-03
제천,63.0,-7.3,0.7,-1.7,27,-15.1,0.1,4.8,2001-01-01
제천,61.4,-4.0,2.9,-1.6,41,-9.1,0.6,0.0,2001-01-02
제천,51.9,-9.3,2.8,-3.9,34,-15.8,,6.1,2001-01-03
제천,50.0,-10.9,2.4,-5.1,25,-15.0,,6.6,2001-01-04
제천,64.9,-10.6,1.4,-2.4,37,-17.9,,6.0,2001-01-05
제천,57.4,-6.2,1.1,1.4,23,-16.1,,5.6,2001-01-06
제천,77.9,0.5,3.6,2.2,44,-2.1,31.4,0.0,2001-01-07
제천,67.5,0.5,2.5,3.6,57,-3.7,,6.7,2001-01-08
제천,76.8,-0.1,1.9,2.8,61,-3.8,3.3,0.0,2001-01-09
제천,69.4,-7.6,1.1,0.8,33,-13.9,,7.1,2001-01-10
보은,52.0,-4.1,0.6,2.0,22,-11.6,0.2,7.4,2001-01-01
보은,57.5,-0.9,2.5,2.7,44,-5.2,0.4,1.2,2001-01-02
보은,46.1,-6.4,1.6,-2.0,32,-11.6,,7.2,2001-01-03
보은,43.1,-7.8,1.6,-3.7,27,-12.5,,7.8,2001-01-04
보은,52.9,-7.4,0.8,0.5,31,-13.6,,7.1,2001-01-05
보은,44.9,-3.3,1.0,3.4,15,-12.3,,6.6,2001-01-06
보은,71.0,2.0,2.0,4.0,44,-0.4,27.0,0.0,2001-01-07
보은,58.9,3.2,1.2,7.8,43,-0.9,,7.5,2001-01-08
보은,63.8,1.9,2.4,4.6,51,-2.4,4.5,0.0,2001-01-09
보은,47.0,-4.1,0.9,1.0,25,-8.5,,8.6,2001-01-10
천안,68.6,-3.3,1.7,1.4,49,-11.0,0.2,6.0,2001-01-01
천안,71.5,-1.7,2.5,2.7,56,-6.9,0.3,0.0,2001-01-02
천안,65.6,-6.8,1.4,-2.2,52,-12.0,,0.0,2001-01-03
천안,67.3,-8.8,1.8,-4.0,48,-12.6,,6.7,2001-01-04
천안,72.8,-7.7,0.8,-1.1,45,-13.8,,4.5,2001-01-05
천안,57.8,-3.0,1.4,2.8,35,-12.5,,0.0,2001-01-06
천안,85.4,1.3,3.1,3.1,42,0.2,29.0,0.0,2001-01-07
천안,77.0,2.1,1.4,8.9,60,-2.8,,6.6,2001-01-08
천안,75.9,1.1,3.0,4.3,66,-3.7,4.0,0.0,2001-01-09
천안,65.0,-4.8,1.2,1.5,39,-11.8,,8.4,2001-01-10
보령,70.6,-1.2,2.6,3.7,56,-7.4,2.8,6.2,2001-01-01
보령,61.5,1.4,2.8,5.4,45,-3.3,0.0,2.6,2001-01-02
보령,65.5,-4.2,2.1,-0.8,52,-7.5,0.6,5.9,2001-01-03
보령,62.8,-6.0,2.6,-1.9,47,-9.5,0.1,8.2,2001-01-04
보령,61.0,-4.5,1.4,1.0,47,-9.1,,8.0,2001-01-05
보령,46.9,0.0,1.9,4.6,29,-6.9,,6.4,2001-01-06
보령,76.6,2.9,4.3,5.3,28,0.6,38.5,0.0,2001-01-07
보령,67.9,4.3,3.3,7.7,57,1.2,0.2,8.6,2001-01-08
보령,65.3,3.1,3.5,7.8,52,-1.5,7.0,0.0,2001-01-09
보령,55.3,-1.8,2.2,1.6,35,-6.7,0.0,8.6,2001-01-10
부여,71.1,-2.9,0.9,2.5,48,-10.2,0.2,6.5,2001-01-01
부여,66.9,0.5,2.0,4.2,53,-3.3,0.0,0.8,2001-01-02
부여,68.4,-4.9,1.2,-0.9,50,-9.5,0.0,4.6,2001-01-03
부여,64.0,-6.8,1.7,-1.6,42,-11.2,0.2,7.9,2001-01-04
부여,63.4,-5.6,0.8,1.8,40,-12.4,,7.6,2001-01-05
부여,51.1,-1.9,1.8,4.1,28,-10.1,,6.2,2001-01-06
부여,85.3,1.8,2.3,3.9,35,0.4,46.5,0.0,2001-01-07
부여,75.4,3.4,2.3,8.0,60,-0.1,0.0,7.5,2001-01-08
부여,72.9,2.1,2.5,4.8,55,-2.3,4.0,0.0,2001-01-09
부여,59.9,-2.9,1.1,3.0,31,-8.2,,8.5,2001-01-10
금산,62.8,-2.9,1.4,4.8,25,-12.4,,7.1,2001-01-01
금산,62.6,0.9,2.6,5.2,42,-4.0,1.5,1.7,2001-01-02
금산,76.3,-5.9,1.0,-1.3,47,-10.6,1.5,3.8,2001-01-03
금산,68.0,-7.7,1.4,-2.1,37,-13.8,0.0,7.9,2001-01-04
금산,71.4,-7.5,0.8,1.3,37,-14.1,,7.5,2001-01-05
금산,54.8,-2.7,0.9,4.5,21,-12.2,,6.0,2001-01-06
금산,87.1,1.7,2.2,4.2,52,-0.3,28.5,0.0,2001-01-07
금산,79.3,2.1,1.0,9.9,47,-2.4,,7.1,2001-01-08
금산,80.4,1.4,1.6,5.8,66,-2.2,5.0,0.0,2001-01-09
금산,59.8,-4.0,1.2,2.2,26,-9.4,,8.2,2001-01-10
세종,,,,24.1,39,13.7,0.2,7.6,2019-05-31
세종,69.9,17.4,0.9,23.5,44,10.8,,8.5,2019-06-01
세종,53.5,21.0,1.1,28.0,26,13.5,,13.1,2019-06-02
세종,47.0,22.2,0.9,29.5,25,13.9,,12.5,2019-06-03
세종,53.9,23.1,1.2,30.9,25,16.3,,12.2,2019-06-04
세종,67.3,22.7,1.2,30.2,42,16.6,,10.0,2019-06-05
세종,78.8,20.5,1.1,27.3,54,16.2,29.2,0.1,2019-06-06
세종,88.6,18.4,1.7,21.3,72,16.1,35.1,0.2,2019-06-07
세종,72.9,20.8,0.8,27.0,43,15.5,,11.4,2019-06-08
세종,72.3,21.4,1.0,27.3,34,17.6,15.5,5.2,2019-06-09
부안,67.0,0.5,1.4,6.3,37,-7.2,,7.8,2001-01-01
부안,61.6,3.9,2.8,7.5,46,-0.8,,3.4,2001-01-02
부안,69.4,-2.0,1.4,3.2,50,-6.3,0.0,4.0,2001-01-03
부안,68.8,-3.8,1.7,-0.2,48,-7.8,1.2,6.6,2001-01-04
부안,64.3,-3.4,0.8,4.0,35,-10.0,,6.8,2001-01-05
부안,57.4,0.0,1.1,5.2,35,-7.6,,0.0,2001-01-06
부안,80.4,3.3,2.4,5.2,42,1.0,43.0,0.0,2001-01-07
부안,77.5,4.6,1.0,11.2,55,-0.1,0.5,8.4,2001-01-08
부안,71.4,4.2,3.0,7.7,57,0.1,6.5,0.0,2001-01-09
부안,56.9,-0.2,1.4,3.9,26,-4.5,,8.8,2001-01-10
임실,62.6,-4.3,1.2,3.3,24,-13.0,,6.8,2001-01-01
임실,69.5,-0.3,2.4,3.0,55,-3.7,0.4,0.0,2001-01-02
임실,77.3,-5.4,1.8,0.2,50,-9.3,0.4,4.6,2001-01-03
임실,73.4,-7.8,2.1,-3.8,40,-12.5,0.5,8.2,2001-01-04
임실,70.6,-7.7,1.2,0.8,41,-14.3,,7.5,2001-01-05
임실,56.4,-2.7,1.2,4.7,21,-12.7,,5.2,2001-01-06
임실,79.9,3.1,3.8,6.7,52,0.3,20.2,0.0,2001-01-07
임실,72.9,3.8,1.2,10.4,47,-1.0,0.5,7.2,2001-01-08
임실,78.3,1.6,2.5,5.4,58,-3.5,5.5,0.0,2001-01-09
임실,63.9,-3.9,1.2,2.1,30,-8.4,,8.5,2001-01-10
정읍,70.8,-0.8,1.0,5.7,37,-7.8,,6.5,2001-01-01
정읍,79.3,1.7,1.4,6.0,52,-2.0,,1.2,2001-01-02
정읍,80.1,-3.0,1.1,2.1,57,-7.4,,5.2,2001-01-03
정읍,79.5,-5.5,1.2,-2.1,57,-8.6,2.0,6.8,2001-01-04
정읍,70.6,-4.6,0.8,1.9,43,-9.9,,7.7,2001-01-05
정읍,65.8,-1.0,0.6,4.3,37,-8.4,,4.7,2001-01-06
정읍,91.1,3.3,1.6,8.2,48,0.5,28.0,0.0,2001-01-07
정읍,88.0,3.9,0.8,8.9,68,0.6,0.5,5.6,2001-01-08
정읍,80.6,3.2,1.9,7.8,63,-1.6,7.5,0.0,2001-01-09
정읍,61.8,-1.9,1.2,2.2,25,-5.9,,8.3,2001-01-10
남원,65.1,-2.9,0.8,4.3,25,-11.0,,7.3,2001-01-01
남원,68.6,1.7,2.3,6.1,48,-2.3,,4.1,2001-01-02
남원,71.0,-2.6,1.4,2.8,45,-6.7,0.0,5.8,2001-01-03
남원,70.4,-5.3,2.1,-0.5,35,-9.8,0.3,8.4,2001-01-04
남원,69.3,-5.3,1.4,2.9,38,-11.7,,8.0,2001-01-05
남원,62.4,-1.9,1.0,4.7,22,-10.7,,6.3,2001-01-06
남원,83.1,4.0,2.8,6.5,65,0.6,15.5,0.0,2001-01-07
남원,75.9,4.6,1.2,11.4,48,-0.7,,6.0,2001-01-08
남원,74.5,3.5,2.8,6.7,61,-1.5,5.5,0.0,2001-01-09
남원,60.1,-1.9,1.4,3.9,27,-6.6,,9.0,2001-01-10
장수,63.5,-4.1,1.4,3.6,21,-12.7,,7.2,2001-01-01
장수,66.0,-0.9,3.1,1.9,53,-4.6,1.4,2.1,2001-01-02
장수,76.6,-6.4,1.6,-1.8,51,-10.3,0.5,4.5,2001-01-03
장수,69.9,-8.3,2.2,-3.8,35,-12.6,0.5,7.7,2001-01-04
장수,73.5,-8.6,1.4,-0.9,41,-15.2,,8.5,2001-01-05
장수,60.3,-3.7,0.6,4.4,24,-13.2,,5.2,2001-01-06
장수,85.8,1.4,2.5,4.6,57,-0.5,23.5,0.0,2001-01-07
장수,86.0,0.6,1.0,7.9,51,-2.0,0.5,4.6,2001-01-08
장수,82.4,0.4,1.9,4.3,67,-3.5,5.0,0.0,2001-01-09
장수,64.3,-5.0,1.6,1.1,29,-9.6,,8.5,2001-01-10
고창군,,,,28.6,,11.4,,,2007-05-15
고창군,,,,23.3,,,,,2007-05-17
고창군,,,,19.5,,14.5,,,2007-05-18
고창군,,,,22.6,,12.4,,,2007-05-19
고창군,,,,25.6,,8.9,,,2007-05-20
고창군,,,,29.3,,9.7,,,2007-05-22
고창군,,,,27.2,,,,,2007-05-23
고창군,,,,25.0,,19.8,,,2007-05-24
고창군,,,,29.3,,20.5,,,2007-05-27
고창군,,,,28.6,,16.4,,,2007-05-28
영광군,,,,,,,,,2007-12-30
영광군,,,,,,,,,2007-12-31
영광군,71.0,-1.1,5.9,0.6,53,-4.9,0.5,0.5,2008-01-01
영광군,70.1,-0.1,0.0,3.4,50,-3.2,,2.4,2008-01-02
영광군,71.9,2.1,1.8,7.4,45,-1.4,9.0,5.2,2008-01-03
영광군,79.6,0.5,1.3,5.6,58,-3.4,,8.7,2008-01-04
영광군,83.1,0.8,0.8,8.0,52,-4.3,,7.4,2008-01-05
영광군,85.3,2.9,0.7,10.9,55,-2.1,,5.7,2008-01-06
영광군,89.3,3.2,1.2,10.0,66,-1.7,,4.9,2008-01-07
영광군,89.3,2.3,1.1,7.1,66,-1.4,,0.2,2008-01-08
김해시,,,2.6,7.1,13,-2.4,,1.0,2008-02-15
김해시,26.9,-0.8,3.1,5.8,15,-5.5,,8.5,2008-02-16
김해시,32.3,-0.3,1.9,5.5,16,-4.3,,8.5,2008-02-17
김해시,35.6,1.3,1.6,7.7,20,-5.8,,8.4,2008-02-18
김해시,30.6,2.5,2.5,8.8,14,-3.1,,10.1,2008-02-19
김해시,33.8,5.3,2.1,12.1,15,-0.6,,9.0,2008-02-20
김해시,35.4,4.9,2.0,14.4,15,-1.8,,9.3,2008-02-21
김해시,55.4,6.8,1.9,15.4,24,-0.4,,7.0,2008-02-22
김해시,29.0,3.0,4.3,8.0,11,-2.5,,10.3,2008-02-23
김해시,41.0,0.7,2.4,7.9,25,-4.2,,9.2,2008-02-24
순창군,76.8,26.2,1.8,30.4,57,23.7,,5.2,2008-07-17
순창군,77.9,26.8,1.1,32.9,49,22.6,0.3,3.7,2008-07-18
순창군,81.5,27.0,1.7,31.5,59,24.7,6.0,3.7,2008-07-19
순창군,75.5,26.5,2.6,29.0,62,24.0,5.0,1.3,2008-07-20
순창군,81.1,25.2,2.5,28.0,67,23.4,5.0,1.4,2008-07-21
순창군,78.9,25.3,1.6,29.4,57,22.5,0.5,2.4,2008-07-22
순창군,78.9,26.1,1.4,31.2,58,21.7,,3.1,2008-07-23
순창군,73.4,28.0,2.2,32.4,51,24.7,3.0,4.3,2008-07-24
순창군,80.1,26.5,2.2,30.5,60,23.9,78.5,2.6,2008-07-25
순창군,78.3,25.6,2.0,28.3,64,23.5,,0.4,2008-07-26
북창원,,,,,,,,,2009-01-01
북창원,,,,,,,,,2009-01-02
북창원,,,,,,,,,2009-01-03
북창원,,,,,,,,,2009-01-04
북창원,,,,,,,,,2009-01-05
북창원,30.3,2.8,1.3,8.6,16,-1.0,,7.7,2009-01-07
북창원,31.8,2.6,0.9,8.5,17,-2.1,,4.5,2009-01-08
북창원,33.9,1.2,2.4,4.9,26,-1.7,,7.3,2009-01-09
북창원,42.4,-1.9,3.0,2.2,23,-4.5,,8.4,2009-01-10
북창원,45.8,-1.5,1.6,4.4,34,-6.7,,6.2,2009-01-11
양산시,,,,,,,,,2009-01-01
양산시,,,,,,,,,2009-01-02
양산시,,,,,,,,,2009-01-03
양산시,,,,,,,,,2009-01-04
양산시,,,,,,,,,2009-01-05
